"","Estado","Antiguedad","Vivienda","Plazo","Edad","EstadoCivil","Registros","Trabajo","Gastos","Ingresos","Activos","Deuda","Cantidad","Precio"
"2582","bueno",10,"otra",60,57,"casado","no","fijo",60,84,9000,0,1400,1423
"2583","bueno",4,"otra",60,37,"casado","sí","freelance",60,61,0,0,1420,1450
"2585","malo",2,"propietario",60,31,"casado","no","fijo",45,55,4000,800,700,1250
"2586","bueno",43,"otra",24,60,"casado","no","fijo",60,185,0,0,319,1669
"2587","bueno",8,"padres",48,34,"soltero","no","fijo",35,85,0,0,1000,1383
"2588","bueno",9,"propietario",48,26,"casado","no","fijo",35,101,5000,0,500,1997
"2589","bueno",8,"privado",48,25,"soltero","no","fijo",45,180,1500,0,1100,1200
"2590","bueno",30,"otra",48,50,"casado","no","fijo",45,220,0,0,600,900
"2591","malo",2,"propietario",48,41,"casado","no","fijo",60,142,4000,0,2000,2465
"2592","bueno",5,"padres",24,32,"casado","no","fijo",35,91,0,0,450,530
"2593","malo",2,"alquila",60,62,"casado","sí","otros",41,57,8000,0,1200,1500
"2594","bueno",1,"propietario",48,27,"soltero","sí","fijo",45,62,5000,0,1500,1788
"2595","malo",10,"propietario",48,54,"casado","no","freelance",35,27,5000,0,1050,1054
"2597","bueno",22,"otra",24,36,"casado","no","fijo",45,176,0,0,700,1428
"2598","bueno",7,"propietario",60,55,"casado","no","fijo",45,124,5000,0,800,982
"2599","malo",1,"padres",60,19,"soltero","no","fijo",45,128,9500,2800,1300,1540
"2600","malo",7,"propietario",60,31,"casado","no","fijo",60,92,3500,991,1050,1158
"2601","bueno",7,"otra",48,55,"casado","no","fijo",75,100,6000,0,1200,1700
"2602","bueno",21,"propietario",36,37,"casado","no","fijo",75,300,7000,3500,1100,1876
"2603","bueno",8,"propietario",24,51,"casado","no","fijo",45,167,8000,0,250,400
"2604","bueno",25,"propietario",60,51,"casado","no","fijo",60,222,7000,0,1300,1400
"2606","bueno",0,"alquila",60,57,"casado","no","otros",43,80,0,0,1200,1515
"2607","malo",5,"alquila",48,48,"casado","sí","freelance",65,50,0,0,1200,1487
"2608","bueno",13,"padres",60,28,"casado","no","fijo",35,138,0,0,1080,1192
"2609","bueno",2,"alquila",36,54,"casado","no","fijo",54,187,0,0,1200,2050
"2610","malo",1,"propietario",60,53,"casado","no","freelance",35,140,8000,0,1600,2222
"2611","bueno",7,"padres",60,25,"soltero","no","fijo",35,58,28000,0,1100,1338
"2612","bueno",18,"otra",36,42,"soltero","no","fijo",35,83,0,0,700,1380
"2613","malo",1,"alquila",36,40,"separado","no","otros",79,38,0,0,400,400
"2615","malo",2,"propietario",60,42,"viudo","no","otros",45,35,6000,0,650,865
"2616","bueno",12,"propietario",48,31,"casado","no","fijo",60,84,5000,0,700,1702
"2617","bueno",7,"padres",60,30,"soltero","no","fijo",35,95,0,0,900,1158
"2618","bueno",18,"propietario",36,41,"casado","no","fijo",45,104,12000,800,900,1607
"2619","bueno",6,"propietario",36,58,"casado","no","fijo",60,390,45000,0,1000,2318
"2620","bueno",10,"propietario",60,50,"casado","no","fijo",75,209,13500,0,1450,1786
"2621","bueno",7,"privado",48,27,"casado","no","fijo",60,71,800,0,800,1505
"2622","bueno",1,"padres",36,33,"casado","no","fijo",35,200,0,0,600,1580
"2623","malo",1,"propietario",60,47,"separado","no","fijo",35,48,5000,0,1200,1445
"2626","malo",16,"propietario",36,30,"casado","no","fijo",45,82,4500,0,800,975
"2627","bueno",10,"propietario",36,49,"casado","no","freelance",45,126,5000,0,800,1150
"2628","bueno",11,"propietario",48,53,"casado","no","fijo",45,111,5000,0,1300,1763
"2629","bueno",20,"propietario",48,44,"casado","no","fijo",45,87,3000,0,800,1694
"2630","bueno",1,"alquila",6,34,"casado","no","freelance",99,535,0,0,500,1196
"2633","bueno",13,"otra",48,40,"casado","sí","freelance",75,270,0,0,2300,2750
"2634","malo",8,"padres",36,27,"soltero","no","tiempo parcial",35,53,0,0,225,350
"2635","malo",1,"propietario",36,38,"casado","no","freelance",90,49,7000,300,1200,1619
"2636","bueno",13,"otra",60,40,"casado","no","fijo",60,140,0,0,700,1465
"2637","bueno",2,"padres",60,24,"soltero","no","fijo",35,67,0,0,316,1080
"2638","bueno",6,"propietario",48,37,"casado","no","freelance",45,189,15750,3000,2300,2936
"2639","bueno",0,"alquila",60,30,"casado","no","fijo",43,80,0,0,1000,1056
"2640","bueno",8,"alquila",48,44,"casado","no","fijo",62,170,0,0,1000,1387
"2641","bueno",8,"privado",36,31,"casado","no","fijo",60,110,2000,360,400,450
"2642","bueno",4,"otra",60,27,"casado","no","fijo",35,98,5000,0,1200,1609
"2643","malo",7,"padres",24,31,"casado","no","freelance",35,67,0,0,200,2000
"2644","bueno",3,"propietario",12,28,"casado","no","fijo",35,120,8000,0,1000,2997
"2645","bueno",8,"propietario",36,38,"casado","no","fijo",45,150,23000,0,2800,4400
"2646","bueno",1,"padres",36,25,"soltero","no","fijo",35,62,0,0,750,1366
"2647","bueno",17,"propietario",48,51,"casado","no","freelance",35,100,16000,0,1100,1358
"2648","bueno",3,"propietario",60,36,"casado","no","fijo",45,160,6500,0,1500,2038
"2649","bueno",13,"propietario",48,37,"casado","no","fijo",60,205,5000,0,600,1243
"2650","malo",9,"alquila",60,37,"soltero","no","fijo",47,115,0,0,1600,1800
"2654","bueno",15,"propietario",12,39,"casado","no","freelance",60,110,4000,0,700,1100
"2655","bueno",1,"propietario",60,49,"casado","no","fijo",105,531,47000,0,1400,1601
"2656","bueno",5,"privado",60,24,"soltero","no","fijo",35,145,4000,0,1000,1346
"2657","bueno",5,"alquila",48,36,"casado","sí","freelance",72,120,100000,0,775,950
"2658","bueno",0,"propietario",24,33,"casado","no","tiempo parcial",35,100,8000,0,500,2700
"2659","bueno",12,"propietario",60,39,"casado","no","fijo",45,167,6000,0,1435,1875
"2660","bueno",14,"propietario",12,41,"casado","no","freelance",60,245,7000,0,500,1253
"2661","bueno",23,"propietario",36,59,"casado","no","fijo",35,100,7000,0,850,1334
"2662","bueno",8,"propietario",48,46,"casado","no","freelance",75,190,7000,0,800,847
"2663","bueno",3,"propietario",60,32,"casado","no","fijo",35,125,9000,2300,1350,1550
"2664","bueno",15,"propietario",60,33,"casado","no","fijo",45,90,3000,0,1200,1323
"2665","bueno",4,"propietario",60,34,"casado","no","fijo",45,205,11000,3700,1300,2060
"2666","malo",3,"otra",24,28,"soltero","no","fijo",35,51,0,0,800,1750
"2667","bueno",31,"propietario",48,56,"casado","no","fijo",35,144,3000,0,850,928
"2669","malo",11,"propietario",60,45,"casado","sí","fijo",105,235,2000,670,1400,2079
"2670","bueno",8,"propietario",36,46,"casado","no","fijo",35,160,6000,600,600,1100
"2671","bueno",11,"alquila",60,54,"casado","no","fijo",54,90,0,0,1000,1303
"2672","bueno",21,"otra",60,43,"soltero","no","fijo",35,115,0,0,1000,1338
"2673","bueno",1,"propietario",48,53,"casado","no","freelance",35,213,20000,0,1250,2040
"2674","malo",0,"propietario",60,43,"casado","sí","fijo",60,85,4000,0,1500,1813
"2675","bueno",4,"privado",36,51,"casado","no","otros",45,192,4000,108,575,1075
"2677","bueno",14,"propietario",60,34,"soltero","no","fijo",35,90,5000,0,1000,1349
"2678","bueno",3,"padres",36,26,"casado","no","freelance",35,61,18000,0,800,1000
"2679","bueno",3,"padres",18,21,"soltero","sí","fijo",35,75,0,0,500,1364
"2680","bueno",2,"padres",60,41,"casado","sí","fijo",35,80,0,0,1000,1500
"2682","malo",3,"alquila",36,23,"casado","no","fijo",53,178,0,0,1600,2000
"2684","bueno",10,"propietario",60,27,"casado","no","freelance",35,180,8000,3530,1700,1847
"2685","bueno",26,"propietario",60,56,"casado","no","fijo",35,120,3500,0,1400,1477
"2686","malo",1,"propietario",60,40,"casado","no","freelance",35,349,6000,4000,1300,1511
"2687","malo",12,"otra",60,36,"casado","sí","fijo",60,99,0,0,750,790
"2688","bueno",15,"alquila",48,46,"casado","no","fijo",57,122,0,0,1350,1500
"2689","bueno",17,"propietario",6,42,"casado","no","fijo",90,111,10000,0,1000,2626
"2690","malo",5,"ignorar",48,46,"casado","no","freelance",75,91,6000,0,4500,6222
"2691","bueno",6,"padres",60,23,"soltero","no","fijo",35,109,0,0,1332,1332
"2692","malo",0,"propietario",36,54,"casado","no","otros",60,35,20000,0,1000,1613
"2693","bueno",10,"propietario",48,38,"casado","no","fijo",60,371,10000,4350,1450,1670
"2694","bueno",10,"otra",42,26,"soltero","no","fijo",35,67,0,0,800,1400
"2697","bueno",2,"alquila",48,33,"soltero","no","tiempo parcial",41,57,0,0,1230,1515
"2698","bueno",11,"propietario",30,27,"casado","no","fijo",45,70,3500,0,1200,1531
"2699","malo",1,"propietario",48,25,"casado","no","tiempo parcial",35,63,3500,0,890,890
"2700","bueno",16,"propietario",60,32,"casado","sí","fijo",35,204,7000,0,1200,1503
"2701","bueno",20,"propietario",24,51,"casado","no","fijo",45,185,10000,0,600,750
"2702","malo",5,"propietario",48,40,"casado","sí","fijo",75,115,20000,100,1200,1800
"2703","bueno",3,"propietario",36,37,"casado","no","freelance",35,141,5000,400,1000,1912
"2704","bueno",13,"privado",48,36,"casado","no","fijo",75,81,4750,0,1200,1385
"2705","bueno",6,"alquila",60,25,"casado","no","fijo",55,100,0,0,1000,11140
"2706","bueno",11,"padres",48,28,"soltero","sí","fijo",35,96,0,0,1100,1370
"2708","malo",2,"propietario",60,20,"soltero","no","fijo",35,150,32000,2000,1500,1599
"2709","bueno",13,"alquila",60,34,"casado","no","fijo",65,199,0,0,1550,2100
"2710","bueno",7,"padres",24,45,"soltero","no","fijo",35,96,0,0,300,600
"2711","bueno",3,"alquila",24,28,"casado","no","fijo",80,198,0,0,100,560
"2712","bueno",3,"propietario",60,27,"casado","no","freelance",45,21,4000,0,1050,1064
"2713","bueno",25,"propietario",60,63,"casado","no","freelance",60,70,10000,0,700,925
"2714","malo",6,"padres",60,23,"soltero","no","fijo",35,50,0,0,1200,1830
"2715","bueno",3,"propietario",60,26,"casado","no","freelance",35,121,8000,3055,1400,1581
"2716","malo",2,"alquila",60,41,"separado","no","fijo",41,58,0,0,1000,1189
"2717","malo",1,"padres",48,27,"soltero","no","fijo",35,93,6000,0,550,818
"2718","bueno",32,"propietario",36,53,"casado","no","fijo",35,100,4000,0,475,550
"2719","bueno",15,"padres",36,37,"casado","no","fijo",75,130,0,0,800,1479
"2721","malo",2,"otra",36,30,"soltero","no","fijo",35,55,0,0,950,1316
"2722","bueno",0,"propietario",48,45,"casado","no","tiempo parcial",35,110,3000,0,1200,1642
"2724","bueno",10,"propietario",60,39,"casado","no","freelance",45,95,3000,0,1000,1058
"2726","bueno",6,"propietario",36,47,"casado","no","freelance",60,35,10000,0,1200,1974
"2727","bueno",20,"alquila",48,55,"casado","no","freelance",51,156,0,0,1000,1643
"2728","malo",16,"padres",60,35,"separado","no","fijo",35,105,0,0,800,1084
"2729","malo",2,"alquila",36,32,"casado","no","fijo",51,58,0,0,500,615
"2731","malo",1,"otra",48,23,"soltero","no","tiempo parcial",35,147,0,0,1000,1843
"2732","malo",2,"propietario",60,38,"casado","sí","fijo",75,77,13000,5000,1805,1805
"2733","bueno",6,"propietario",60,47,"casado","no","fijo",60,66,5000,0,600,1625
"2734","bueno",8,"alquila",48,33,"casado","no","fijo",73,125,0,0,944,1054
"2735","bueno",10,"propietario",60,33,"casado","no","freelance",45,150,13000,0,1500,2738
"2736","bueno",0,"padres",36,22,"soltero","no","tiempo parcial",35,105,3000,0,750,1092
"2737","bueno",15,"propietario",24,64,"casado","sí","freelance",75,500,29500,3500,800,1081
"2738","bueno",15,"padres",48,46,"divorciado","no","fijo",35,125,0,0,1000,1284
"2739","bueno",1,"padres",18,23,"soltero","no","tiempo parcial",35,50,0,0,250,1139
"2740","bueno",3,"propietario",60,30,"casado","no","fijo",45,95,3700,1250,1300,1665
"2741","bueno",17,"alquila",48,37,"casado","no","fijo",53,181,0,0,1050,1317
"2742","bueno",15,"propietario",60,45,"divorciado","no","fijo",35,140,16000,0,1000,1200
"2743","bueno",0,"padres",48,26,"soltero","no","fijo",35,75,0,0,850,1400
"2744","bueno",15,"padres",60,34,"casado","no","fijo",75,182,3000,0,1500,1889
"2745","bueno",11,"padres",30,27,"soltero","no","fijo",35,117,0,0,600,1293
"2746","bueno",9,"privado",60,26,"casado","no","fijo",35,217,4000,0,750,1546
"2747","bueno",1,"propietario",12,61,"casado","no","otros",35,58,18000,0,500,1342
"2748","bueno",11,"propietario",36,34,"casado","no","fijo",60,180,23000,0,400,1084
"2749","bueno",8,"padres",24,23,"soltero","no","tiempo parcial",45,110,0,0,900,931
"2750","malo",5,"propietario",48,40,"casado","sí","fijo",35,87,5000,0,600,1258
"2751","bueno",0,"padres",42,21,"soltero","no","fijo",35,75,0,0,900,1141
"2752","bueno",0,"otra",60,37,"casado","no","fijo",60,198,0,0,1000,1000
"2753","bueno",10,"propietario",60,40,"casado","sí","fijo",60,233,15000,2640,1400,2038
"2754","bueno",7,"propietario",30,30,"casado","sí","fijo",45,126,7000,0,500,1661
"2755","malo",8,"padres",60,49,"casado","no","freelance",105,43,3000,0,1200,1451
"2756","bueno",36,"propietario",60,61,"casado","no","fijo",45,154,4000,0,1350,1650
"2757","bueno",4,"propietario",48,29,"casado","no","fijo",45,160,3500,0,1000,1226
"2758","bueno",0,"padres",24,21,"soltero","no","fijo",35,160,0,0,900,1681
"2759","malo",10,"propietario",60,40,"casado","no","fijo",45,70,7500,0,1388,1388
"2760","bueno",9,"alquila",60,41,"casado","no","fijo",72,120,6000,700,1600,1776
"2761","bueno",8,"propietario",36,30,"casado","no","freelance",45,80,7000,3000,1000,1734
"2762","bueno",9,"alquila",36,39,"casado","no","freelance",54,90,0,0,600,875
"2763","malo",1,"padres",36,24,"soltero","sí","tiempo parcial",35,120,0,0,250,750
"2764","bueno",19,"propietario",60,46,"casado","no","freelance",60,190,7000,0,1500,2755
"2765","bueno",18,"propietario",36,34,"casado","no","fijo",60,130,6000,0,650,1601
"2766","bueno",7,"propietario",60,28,"casado","no","fijo",35,111,3000,0,1600,1707
"2767","bueno",9,"alquila",60,43,"casado","no","fijo",88,280,0,0,850,863
"2768","bueno",8,"alquila",60,31,"soltero","no","fijo",46,110,0,0,850,880
"2770","bueno",30,"propietario",60,54,"casado","no","fijo",60,150,15000,0,1000,1388
"2771","malo",10,"privado",48,37,"casado","no","fijo",60,150,1000,0,1200,1350
"2773","malo",10,"propietario",36,36,"casado","sí","freelance",60,200,7000,0,1100,1250
"2774","bueno",9,"otra",48,24,"soltero","no","fijo",45,88,0,0,1200,1302
"2775","malo",2,"otra",60,22,"soltero","no","fijo",35,58,12000,0,1450,1600
"2776","malo",13,"otra",48,37,"casado","no","fijo",60,98,0,0,950,1365
"2777","bueno",24,"propietario",60,45,"casado","no","fijo",90,198,3500,0,900,1541
"2778","bueno",10,"propietario",60,39,"casado","no","freelance",60,171,39000,0,3000,3569
"2779","bueno",10,"padres",36,37,"soltero","sí","fijo",35,150,0,0,1000,2484
"2782","bueno",8,"privado",48,31,"casado","no","fijo",60,122,4000,0,1400,1732
"2783","bueno",2,"propietario",60,31,"casado","no","fijo",60,306,4000,0,1000,2095
"2784","bueno",18,"privado",60,48,"viudo","no","freelance",45,200,8500,500,1300,1309
"2785","bueno",14,"propietario",60,28,"casado","no","fijo",60,107,6000,2500,950,1610
"2786","bueno",1,"padres",24,29,"soltero","no","tiempo parcial",35,147,0,0,650,1370
"2787","malo",25,"propietario",60,44,"soltero","sí","fijo",35,100,3500,360,1050,1606
"2788","bueno",5,"propietario",60,31,"soltero","no","fijo",35,172,8000,0,850,1934
"2789","bueno",4,"propietario",6,30,"soltero","no","fijo",35,300,10000,0,750,1436
"2790","bueno",13,"propietario",36,40,"viudo","no","fijo",35,109,6000,3300,900,1073
"2791","bueno",11,"propietario",48,28,"soltero","no","fijo",35,345,6000,0,830,1152
"2792","malo",10,"propietario",60,37,"soltero","no","fijo",35,92,3000,0,1500,1635
"2793","malo",3,"padres",60,35,"casado","sí","fijo",35,410,0,0,2000,2228
"2794","bueno",5,"padres",60,21,"soltero","no","tiempo parcial",35,70,0,0,1400,1550
"2795","bueno",8,"padres",42,27,"soltero","no","fijo",35,107,0,0,400,1418
"2796","bueno",12,"propietario",36,32,"casado","no","fijo",45,115,3500,0,800,1280
"2797","bueno",2,"otra",60,20,"soltero","no","fijo",35,165,2000,0,1000,1275
"2798","bueno",0,"padres",60,19,"soltero","no","otros",75,200,3000,0,1800,2091
"2799","bueno",19,"propietario",24,52,"casado","no","fijo",35,180,2500,0,580,1380
"2800","malo",2,"propietario",36,55,"casado","no","fijo",35,87,10000,0,1150,2000
"2801","bueno",19,"otra",60,34,"casado","no","fijo",75,154,4500,0,1600,1778
"2803","malo",1,"padres",24,21,"soltero","no","fijo",35,60,0,0,900,1486
"2804","malo",1,"propietario",24,32,"casado","no","tiempo parcial",45,182,4000,200,175,175
"2808","bueno",0,"propietario",18,26,"soltero","no","otros",35,85,7500,2600,600,1290
"2809","bueno",7,"alquila",36,33,"separado","sí","fijo",47,115,0,0,645,895
"2811","bueno",14,"propietario",18,37,"casado","no","fijo",60,215,7000,0,600,1661
"2812","bueno",16,"propietario",60,48,"casado","no","freelance",45,273,7000,0,2000,2529
"2814","bueno",1,"padres",60,22,"soltero","no","fijo",35,110,2000,0,1500,2098
"2816","malo",3,"alquila",36,61,"casado","no","fijo",41,57,12000,0,2500,3559
"2817","bueno",10,"padres",48,24,"soltero","no","fijo",35,163,0,0,1000,1260
"2818","bueno",3,"padres",24,24,"casado","no","fijo",35,120,10000,0,500,650
"2819","malo",4,"padres",60,26,"soltero","no","fijo",35,52,0,0,1050,1372
"2820","bueno",1,"alquila",36,22,"soltero","no","fijo",59,136,0,0,450,2050
"2821","malo",3,"propietario",36,36,"casado","no","freelance",90,82,4000,0,1300,1500
"2822","bueno",2,"alquila",48,45,"casado","no","freelance",47,124,0,0,1600,1895
"2823","bueno",5,"padres",12,43,"casado","no","fijo",105,265,0,0,500,1114
"2824","bueno",5,"padres",24,35,"casado","sí","fijo",35,189,3000,0,800,1828
"2826","bueno",10,"padres",36,28,"casado","no","freelance",45,230,0,0,1700,2300
"2827","malo",2,"propietario",60,32,"casado","sí","fijo",60,260,2500,450,1800,2400
"2828","bueno",30,"privado",36,66,"soltero","no","fijo",35,111,3500,0,800,1251
"2829","bueno",15,"otra",48,33,"casado","no","fijo",45,125,0,0,1000,1587
"2830","bueno",0,"padres",36,25,"soltero","no","fijo",35,440,0,0,550,1546
"2831","malo",3,"propietario",60,40,"casado","sí","fijo",60,200,8000,0,1700,2000
"2832","bueno",4,"alquila",48,42,"casado","no","freelance",100,245,0,0,1450,1489
"2833","malo",4,"propietario",60,42,"casado","no","otros",105,88,3500,108,1000,1025
"2834","malo",12,"propietario",60,35,"casado","no","fijo",60,92,3000,1600,875,875
"2835","malo",1,"alquila",60,30,"casado","no","tiempo parcial",84,92,0,0,750,900
"2836","bueno",18,"propietario",60,39,"casado","no","fijo",60,130,3500,0,1400,1471
"2837","bueno",12,"padres",60,27,"soltero","no","fijo",35,150,0,0,1350,1750
"2838","bueno",7,"propietario",60,44,"casado","no","fijo",45,112,3500,0,1450,1625
"2839","bueno",5,"propietario",60,40,"casado","sí","fijo",60,134,3500,0,1200,1291
"2840","malo",2,"propietario",60,32,"casado","sí","fijo",60,101,7000,2500,1600,1850
"2841","bueno",14,"propietario",60,29,"casado","no","fijo",35,143,5000,0,1400,1668
"2842","malo",5,"privado",72,29,"casado","no","fijo",45,92,1500,850,1450,1516
"2843","malo",1,"otra",36,40,"casado","sí","fijo",75,150,0,0,800,800
"2844","bueno",2,"alquila",48,41,"separado","no","fijo",61,162,0,0,900,1178
"2845","malo",1,"propietario",48,34,"casado","no","otros",60,45,2500,0,1000,1476
"2846","bueno",13,"propietario",24,37,"soltero","no","fijo",35,100,3000,0,800,1494
"2847","bueno",12,"propietario",48,42,"casado","no","fijo",60,118,5000,0,900,1350
"2848","bueno",0,"padres",36,22,"casado","no","tiempo parcial",35,72,0,0,650,950
"2849","bueno",6,"padres",12,27,"soltero","no","freelance",35,129,0,0,400,1777
"2850","bueno",3,"padres",36,29,"soltero","no","tiempo parcial",35,110,0,0,800,1428
"2851","bueno",5,"propietario",36,58,"casado","no","otros",35,80,7000,0,750,1150
"2852","bueno",12,"propietario",36,34,"casado","no","fijo",60,97,4500,96,600,1253
"2853","bueno",14,"propietario",60,43,"casado","no","fijo",45,103,4000,0,950,1206
"2855","malo",15,"propietario",60,31,"casado","sí","fijo",45,96,4000,0,960,1031
"2856","malo",1,"privado",48,55,"casado","no","fijo",60,94,8000,840,900,1050
